x,y,z
506951.25,5267652.85,420
510786.45,5265046.8,27
509364.31,5262813.24,77
509001.78,5261789.79,99
512232.16,5258858.83,238
506369.14,5266319.12,281
505300.94,5262830.67,29
512310.43,5259317.56,328
506503.74,5267817.72,238
512377.42,5266633.28,0
512337.73,5268016.75,109
507509.7,5267411.41,484
513689.52,5262251.55,199
514986.78,5260373.27,368
511008.55,5263020.12,153
513512.98,5260686.95,113
505634.63,5263030.3,20
505219.92,5267355.06,108
511125.15,5268272.23,308
505813.27,5263304.47,23
506736.48,5258377.54,284
507117.95,5265195.49,218
511953.75,5268101.71,195
513367.54,5265724.49,121
509730.41,5262575.47,55
508706.77,5261487.97,179
505875.42,5263490.9,14
510341.84,5264582.88,0
506212.19,5258898.72,162
514230.38,5263079.84,313
507772.94,5267059.76,500
513887.45,5264889.83,331
505519.41,5262484.68,47
505663.73,5265878.85,369
509541.18,5260371.49,167
507526.19,5261173.47,297
505554.34,5262795.19,32
513082.57,5259450.28,375
513902.26,5265599.29,232
510070.87,5260450,173
514136.34,5260781.5,218
512019.86,5266615.69,22
509835.52,5265614.93,124
514740.78,5259822.46,247
507122.05,5263362.09,1
506615.88,5263051.44,38
505337.56,5265504.05,241
510656.89,5263883.16,64
505119.62,5265375.51,147
508571.06,5261570.68,148
505373.33,5268303.49,159
505086.81,5262957.53,37
510158.45,5259291.93,231
508952.06,5261046.05,187
515231.01,5263322.87,655
507299.97,5264899.46,196
509999.62,5263139.03,20
512394.46,5260896.77,76
505168.23,5263088.7,35
513474.98,5266048.9,57
506884.09,5258394.04,215
510752.49,5262395.84,125
508715.62,5264343.86,23
509785.97,5266502.96,258
512485.56,5259294.59,336
513358.94,5262141.83,192
508927.46,5258308.13,168
515074.06,5262260.33,550
506878.11,5261883.57,110
512096.65,5259825.38,197
513064.22,5267964.82,131
512292.79,5266509.08,0
510358.58,5259282.33,203
509093.55,5261309.98,190
512899.36,5258673.39,415
507206.03,5264604.19,148
507390.38,5263266.18,0
507876.43,5264465.61,104
513822.98,5265570.15,197
509863.44,5265646.32,140
505466.93,5261238.81,148
512642.93,5266162.66,6
510240.46,5258695.04,213
512719.94,5266184.13,7
513354.21,5259747.11,287
507378.54,5264470.43,97
507736.95,5267822.08,522
505410.76,5267772.38,103
510195.31,5266230.87,211
510307.06,5261778.24,41
511634.59,5267203.96,110
512827.76,5261651.42,201
505049.75,5264916.68,57
509867.31,5258969.96,280
506630.14,5260320.8,268
508393.6,5264464.85,54
510288.74,5258587.07,221
506459.61,5265995.74,414
507039.7,5259315.9,290
514576.81,5259164.77,163
513125.07,5268355.4,199
505269.75,5265887.26,289
510838.86,5259371.44,261
511572.28,5259590.79,170
510708.89,5265978.57,66
514756.12,5261478.7,446
510601.95,5262514.65,92
506301.68,5262320.82,164
510288.65,5267394.19,400
508812.35,5266267.12,256
509476.78,5268041.53,477
507008.56,5262047.75,88
513904.29,5262594.67,239
511430.29,5267434.7,181
506553.98,5261204.23,253
514374.1,5258652.45,441
506463.93,5267605.79,302
514741.64,5263855.45,643
507008.4,5263416.73,3
512278.58,5259806.33,222
513515.36,5259818.08,289
508679.54,5263723.87,0
509287.25,5260249.05,146
506026.75,5263727.74,8
507610.85,5267831.82,511
515072.01,5265035.17,406
514426.11,5259775.6,194
507876.35,5260029.78,335
508948.37,5268050.28,619
514496.56,5263263.46,424
507935.63,5265573.84,216
507961.59,5265178.21,173
514073.53,5267084.65,0
505320.06,5266508.9,129
514237.46,5258671.76,515
506239.57,5261216.8,191
513161.75,5262798.25,358
505378.12,5265297.22,149
505134.52,5261912.09,43
512823.6,5266380.86,3
508638.59,5260906.98,239
510091.52,5262423.94,49
509135.1,5261010.57,117
505011.47,5266120.6,153
510749.66,5263605.72,105
512167.12,5267846.35,180
512541.19,5260492.75,102
505681.19,5262827.04,35
507286.05,5262772.44,85
512721.08,5266328.36,2
511931.85,5262470.09,158
511113.19,5259469.18,277
508883.99,5259035.86,177
508041.62,5266235.04,291
510524.55,5267634.85,429
507866.64,5259402.62,298
512268.95,5261885.03,213
509141.85,5262631.87,148
513870.81,5265866.64,186
512544.94,5261851.78,234
513463.5,5266111.4,55
507257.16,5260413.83,312
505076.16,5261433.4,74
514390.76,5265074.91,365
509881.19,5263789.69,34
512701.07,5258392.7,394
507524.77,5259932.9,368
510485.58,5265813.93,82
510067.1,5260801.39,150
509010.3,5258510.82,183
509656.62,5260455.21,171
509374.62,5268052.85,522
508914.24,5260263.4,128
509886.38,5260266.04,176
508509.24,5258421.94,174
514585.5,5259311.12,156
513757.09,5258717.54,586
508537.25,5260303.93,292
513612.32,5261119.28,190
507456.62,5258663.64,356
513897.33,5261803.38,327
510619.62,5265227.3,37
505080.73,5262894.49,38
506396,5258896.4,155
509878.6,5263876.96,32
508596.53,5262428.11,55
508825.21,5259727.03,119
506708.12,5264956.57,124
510754.4,5259520.95,196
513595.59,5258364.79,570
508495.03,5260614.07,330
509533.53,5267114.98,279
509423.8,5261988.15,159
508234.03,5264362.67,64
512006.21,5261834.4,116
513980.6,5264848.85,345
512817.75,5260751.22,102
506865.93,5263184.59,22
509093.26,5261705.08,128
505441.52,5260742.12,218
505563.43,5267387.14,120
513064.13,5268066.47,170
507144.81,5266663.41,419
508115.55,5262634.42,60
514658.58,5261964.43,474
511673.76,5266702.09,46
509815.08,5259763.38,220
506618.19,5262061.48,188
507886.08,5261445.86,168
510961.62,5262429,180
505238.64,5259706.08,198
509169.42,5263695.41,1
505058.51,5261890.62,37
508472.91,5264223.67,23
505702.09,5266583.25,133
509892.74,5266110.13,167
510481.77,5265639.38,62
510872.51,5266862.86,224
511538.63,5260605.94,87
514576.04,5262272.21,479
507446.83,5258795.9,367
506481.79,5264477.14,77
513161.72,5265284,331
513000.98,5265384.3,298
505979.09,5264472.04,8
512267,5261144.84,73
507036.09,5259447.89,350
514399.77,5264506.69,470
506055.84,5265713.08,269
510670.55,5265412.21,44
515272.57,5262456.14,627
509206.67,5264907.96,60
512290.14,5264594.28,137
509036.84,5262317.76,158
510370.32,5263003.32,63
512211.34,5260504.25,164
513725.63,5260065.7,169
507826.97,5264631.86,117
513022.18,5262262.18,267
506238.96,5262343.46,157
505534.23,5265971.31,328
509284.13,5264955.92,66
505635.8,5260235.31,169
507700.73,5263089.03,25
511226.18,5262993.42,193
511539.75,5261596.84,55
514492.21,5260118.53,217
508186.79,5267231.68,550
513957.73,5264807.62,349
507970.27,5265803,246
505514.73,5260798.41,237
514609.98,5261516.6,380
510558.83,5264634.68,0
505465.81,5267197.34,124
512157.09,5258631.62,278
507341.14,5267385.82,476
515170.36,5264279.4,596
512849.99,5267639.09,46
508728.83,5262868.16,137
506513.88,5264664.36,115
512752.4,5266361.49,2
513991,5262718.91,263
510148.55,5261862.9,45
514074.96,5261502.44,283
511605.59,5261240.21,74
507318.33,5263190.26,2
513468.44,5263927.57,558
507250.89,5262952.48,49
509516.41,5262869.82,54
513528.3,5264298.6,512
514881.62,5260799.81,353
510419.19,5265231.78,36
510741.46,5259256.32,206
506123.86,5262191.55,134
506871.6,5267749.11,374
514204.13,5260178.28,192
508776.56,5259079.63,166
506657.67,5265604.63,265
509684.19,5258940.77,279
514870.1,5266402.84,162
510502.55,5261967.85,52
512260.97,5266957.16,30
510786.63,5265006.83,26
512276.78,5261487.41,134
510677.82,5261327.95,100
506449.99,5264327.08,12
507068.46,5265052.78,160
505682.49,5264687.23,2
505620.54,5262144.17,94
511403.59,5265669.82,5
512323.28,5258924.19,267
511338.26,5259333.51,277
512589.62,5259203.06,363
507230.83,5263471.93,0
514085.5,5260822.64,188
514215.52,5260949.99,218
513656.91,5268064.92,51
514653.97,5264002.54,631
512518.26,5265575.3,123
506680.07,5267063.41,337
513276.11,5259538.55,329
510375.34,5263551.83,76
515228.86,5258773.3,251
507236.49,5264795.76,174
511308.69,5265296.26,0
510525.93,5258913,194
514980.07,5259516.61,316
514535.65,5262008.18,469
514756.11,5264026.68,643
510056.19,5264860.57,11
514805.54,5262430.71,478
512075.7,5260876.43,124
514478.86,5263503.25,549
511139.31,5260854.04,89
509409.77,5260357.19,164
510128.04,5267917.44,517
508561.59,5259763.23,124
508742.97,5258536.71,121
508905.69,5264665.69,32
512470.64,5265628.14,106
508828.87,5261810.03,94
514418.79,5260135.76,203
508709.73,5267836.38,599
514882.66,5263117.06,543
507732.97,5261649.01,208
510390.94,5260160.31,199
512527.39,5258393.53,343
506869.42,5266664.04,387
511721.54,5258459.31,307
513222.3,5262085.68,193
510079.18,5259228.98,244
511135.99,5263320.08,210
506528.38,5260569.1,232
505095.82,5268188.62,134
505443.11,5259914.31,195
506872.01,5268367.02,185
506976.82,5261607.57,116
514686.74,5267096.36,59
509429.34,5266553.01,248
508782.36,5262360.86,82
511265.95,5266271.62,53
511358.96,5262558.78,190
509930.34,5268257.93,514
506286.27,5261749.8,185
506024.88,5265605.31,219
512310.93,5264104.57,310
513920.35,5258912.3,503
509848.98,5267236.66,438
506420.02,5262114.32,224
508128.04,5264365.78,66
514508.78,5260610.66,263
513202.99,5258932.95,454
510440.96,5264117.93,30
509925.77,5263645.21,44
506046.35,5266495.67,196
515062.05,5262878.73,621
512791.23,5264173.27,325
514228.91,5260842.17,232
511480.12,5264809.81,0
510562.67,5260565.62,164
513575.57,5262643.12,293
506156.81,5264693.54,1
510660.89,5265249.39,35
512587.33,5265134.63,195
506927.14,5259790.26,284
509361.58,5266296.08,310
510494.75,5265214.75,37
514007.27,5260222.37,145
506476.28,5266555.75,284
507912.74,5262207.29,115
508255.82,5264684.04,94
511424.44,5260383.88,130
505188.15,5268164.17,142
507670.28,5262967.07,38
513631.49,5258464.83,566
505409.81,5259783.7,225
508966.06,5258902.01,177
513904.84,5260232.19,120
508778.68,5260344.87,210
509233.9,5266158.84,288
510578.29,5261507.69,83
506390.87,5264015.83,12
511935.35,5267359.96,146
511695.5,5261584.67,65
511516.57,5261322.01,59
512906.43,5268357.25,248
505908.61,5266757.73,166
512371.96,5261881.74,229
513630.3,5267744.08,10
511325.08,5261936.42,123
512767.94,5262468.11,245
509990.6,5265369.46,60
512921.4,5267904.74,119
511074.17,5260670.69,85
513865.12,5265652.89,225
505189.78,5265739.43,265
512399.15,5258535.6,301
512567.28,5258873.43,279
507098.98,5259353.81,325
506573.78,5262557.51,82
514062.8,5263844.18,586
514910.43,5260287.32,329
507536.08,5259485.81,404
513164.5,5267475.4,26
514217.73,5266660.3,48
506629.42,5268252.59,176
514176.91,5258401.06,466
513797.57,5266649.33,4
505656.76,5265538.13,305
506364.37,5264782.79,47
515120.84,5260596.87,447
509997.42,5258921.82,252
506366.18,5265402.49,190
506085.51,5266454.15,188
506170.51,5262725.85,62
515048.97,5261158.3,513
506850.38,5267971.43,313
512779.69,5261703.01,219
513284.41,5260435.15,124
508974.69,5262311.41,130
507642.55,5259026.58,386
511088.02,5262248.31,160
507116.56,5265607.77,343
506841.68,5260673.63,232
513964.09,5266125.45,197
511903.18,5261548.83,83
509290.1,5267396.33,318
506387.58,5262549.96,103
514933.65,5265726.11,252
513215.01,5265352.79,297
508693.1,5267257.19,499
510817.97,5264006.96,65
508284.07,5267087.91,542
506149.24,5260919.8,216
513163.98,5260684.52,104
508764.63,5258789.84,146
507753.69,5265256.85,224
514898.23,5261659.01,519
513310.8,5264463.95,496
506778.96,5268105.93,237
510642.62,5263425.42,126
505377.58,5267200.29,128
505866.42,5263219.92,26
508979.26,5261749.97,115
509613.74,5259650.07,210
514471.07,5264365.8,519
514700.51,5260184.27,235
515257.8,5260038.88,451
509857.24,5266505.41,293
505585.14,5267791.37,118
512083.01,5258331.56,312
514374.86,5260256.1,222
505165.81,5264531.18,26
514506.44,5260703.25,279
511384.4,5262974.95,215
510130.3,5264559.16,0
509872.28,5265461.59,78
513654.04,5258764.57,568
506829.78,5261595.73,144
515197.44,5264992.03,364
513225.34,5259198.77,427
509436.49,5267616.46,338
505182.31,5261937.88,49
509506.16,5259649.73,220
506205.05,5264493.9,0
513051.05,5260628.82,133
510320.06,5262836.91,54
514670.92,5264164.56,622
509290.03,5263654.71,9
513480.79,5267188.34,0
514695.75,5258683.43,296
505077.49,5266925.45,101
507881.18,5265553.12,231
510591.47,5263874.14,69
507269.89,5258296.73,258
509098.48,5267113.07,360
505904.98,5260698.97,270
505337.51,5266908.28,114
510793.49,5261677.19,68
507747.09,5262079.88,164
506302.11,5262038.19,230
506978.93,5261536.33,115
513494.63,5264102.7,562
508238.2,5267883.46,570
511212.84,5259533.03,300
506607.33,5262851.96,54
506177.5,5268065.96,160
512151.18,5262593.61,191
506820.69,5264558.55,62
507751.11,5261763.3,184
512611.61,5259603.76,286
508803.04,5262674.59,94
513833.68,5267014.52,0
509818.23,5265007.63,27
505787.74,5267388.31,186
511686.39,5261718.89,77
511158.22,5258845.95,314
505725.48,5260071.56,286
507044.94,5267126.11,416
510867.12,5266102.73,57
514583.54,5263081.03,409
505322.14,5260077.79,176
509478.78,5267501.32,308
510053.69,5268158.56,491
510885.32,5260141.32,148
510688.94,5267638.64,341
514085.54,5263377.04,451
505027.22,5265681.71,172
511705.58,5261423.72,57
508966.47,5262075.92,154
509145.69,5258546.89,209
512061.4,5260761.92,149
511521.51,5262987.54,234
506464.16,5265270.36,145
513710.34,5259034.52,550
512568.37,5261687.28,238
512882.96,5263926.32,384
510461.95,5265160.74,33
509058.71,5264583.21,25
511592.03,5262123.65,179
513948.78,5265952.08,219
510529.01,5264698.04,0
506668.89,5261831.16,162
506879.55,5261392.29,158
513162.2,5263166.51,403
509056.5,5268368.36,593
510231.23,5259833.08,226
509461.16,5267705.93,368
510389.16,5267482.88,370
507673.68,5267511.53,505
514251.23,5262430.82,353
509317.36,5267707.24,403
512834.92,5262850.23,330
506683.66,5260352.97,251
505799.14,5261142.21,164
506685.22,5262863.06,45
505014.04,5268197.55,129
512273.73,5258663.62,294
514189.42,5262171.36,372
514586.28,5260017.77,213
510147.69,5264992.07,31
508244.2,5263323.69,0
514574.27,5266293.69,260
510785.34,5262559.82,128
506053.04,5265900.01,349
507045.46,5267532.42,438
513492.89,5258978.95,565
511397.27,5258813.42,301
510572.5,5268338.02,335
514194.34,5266192.25,127
505536.31,5260877.34,225
514332.98,5263716.89,619
505865.12,5260213.4,267
514137.87,5265467.66,241
514399.68,5262310.35,454
507133.99,5263582.15,0
509527.73,5264541.48,0
510118.1,5266818.15,328
506457.24,5267659.38,285
508955.61,5263686.77,0
508904.09,5266148.82,278
506183.08,5265275.86,117
506589.21,5267547.18,347
508630.01,5263385.13,0
515106.3,5265514.86,298
514433.42,5265620.53,384
512133.35,5259308.54,266
506085.09,5260866.63,243
506254.29,5267082.64,225
506155.77,5266094.38,304
507370.81,5263959.79,29
513386.42,5261225.7,160
505501.54,5262073.87,78
514395.78,5258870.93,331
506993.32,5263860.41,0
505111.03,5267412.64,85
506499.22,5266469.21,256
507119.38,5261008.87,193
508193.86,5258824.13,266
511705.8,5262800.81,219
506100.57,5260163.84,275
506376.24,5267765.19,224
509330.77,5267902.24,478
508604,5261007.79,224
509908.71,5266832.98,371
507940.48,5268289.96,423
507075.28,5263265.76,8
512357.6,5258392.27,320
506015.16,5268071.43,155
512734.08,5261347.74,136
512179.37,5267773.24,177
514738.16,5259739.47,257
512512.53,5260312.56,118
507967.94,5263802.57,22
508456.62,5266200.72,249
511615.27,5259889.49,135
507994.65,5261233.65,171
506503.5,5263447.19,32
514576.54,5266272.16,274
511207.75,5267021.31,231
512870.51,5259187.58,376
508716.31,5261122.6,243
506200.55,5259948.12,315
508869.76,5261692.3,105
513090.54,5263646.18,468
508668.19,5266029.96,258
513287.33,5262536.56,312
505734.15,5263090.72,23
512666.13,5267393.76,44
515031.55,5267604.8,0
513382.93,5261520.8,210
510791.22,5262107.3,86
505109.77,5267854.33,124
513223.33,5259800.63,248
505132.53,5265463.27,169
506980.9,5261900.91,90
505869.2,5264938.73,98
514930.13,5267417.53,8
513737.55,5261912.09,287
514832.46,5262006.48,515
512296.49,5267827.01,150
508127.41,5259226.33,257
510083.97,5263050.44,17
514089.14,5259703.69,194
514247.79,5258629.64,520
510184.4,5259071.69,206
507502.55,5261684.41,180
507944.39,5267861.49,539
514298.09,5263813,596
508060.96,5262010.25,104
511119.28,5267500.68,244
510695.83,5262910.68,117
509466.54,5263151.26,21
511411.03,5268033.53,254
510245.44,5259910.91,218
506438.72,5268377.83,147
514609.67,5259159.18,159
505603.88,5266151.21,308
506206.61,5259724.89,316
505199.44,5264108.71,0
512923.47,5263197.41,385
510778.34,5260028.83,139
511787.1,5265904.56,0
509883.52,5263917.85,32
508184.44,5264323.01,49
507069.65,5264670.35,150
514269.56,5262232.2,411
515022.46,5267667.85,0
510485.09,5260463.25,172
510366.56,5261754.74,41
508672.51,5267755.95,599
510682.31,5263350.58,138
507228.93,5262153.02,111
506628.71,5262549.58,88
508247.07,5264775.83,105
514252.4,5261027.8,261
510095.71,5259214.65,238
515001.5,5259212.04,373
513020.58,5261366.27,126
506980.06,5262563.35,54
509543.24,5263965.51,7
506329.07,5261466.68,194
514685.33,5260672.17,276
513925.14,5263555.02,572
507940.47,5260151.76,349
508498.56,5259303.42,122
514343.66,5259947.16,159
505114.48,5265251.86,112
515249.86,5262488.67,614
511980.37,5258899.08,232
509569.15,5259706.41,206
508846.17,5259047.64,167
509466.02,5258499.46,283
512289.6,5258517.81,298
512072.52,5262352.6,237
506828.98,5268277.44,178
513812.58,5266668.25,2
508770.78,5258574.64,120
507696.8,5268037.14,466
508060.47,5259142.49,290
514942.08,5260156.76,332
507970.66,5267528.43,531
510982.19,5265273,24
506362.94,5260755.7,244
514975.99,5258757.66,187
509211.24,5263882.08,0
510148.17,5259903.29,223
506114.86,5267825.56,208
506557.73,5267160.16,333
509637.87,5266787.57,237
513260.23,5259684.01,288
509483.5,5267778.9,374
507401.52,5264404.01,110
508104.28,5260149.92,315
507691.19,5262712.79,87
513811.37,5259779.12,221
505427.79,5263319.28,27
512150.87,5267225.72,71
513681.39,5259846.66,279
505769,5267283.32,172
514150.67,5263501.65,510
513855.18,5258700.95,584
513864.47,5265279.26,204
512823.63,5259627.13,289
513424.49,5262086.36,160
515221.79,5261553.45,590
506696.9,5267405.55,399
509373.52,5264649.67,21
507868,5267776.72,539
509870.77,5267217.62,434
511706.66,5260076.39,115
514559.26,5259107.74,175
509276.85,5268205.41,633
508952.92,5261992.38,142
509636.85,5263336.85,6
507263.79,5258823.12,359
514773.09,5263414.66,576
506305.48,5267253.18,331
509589.89,5268235.36,570
511541.24,5267018,98
514647.32,5266636.96,121
512314.27,5261156.08,84
511006.2,5262552.08,168
513334.44,5266627.18,1
514731.59,5264041.54,640
513397.02,5260462.34,123
506969.84,5263183.47,15
514069.54,5262153.44,334
512864.59,5263639.26,474
510373.48,5259937.5,185
505242.84,5267815.32,89
510754.48,5258968.09,221
507362.3,5261843.25,169
510110.86,5260780.59,153
510175.03,5260815,152
508582.3,5266599.1,331
506171.69,5262799.47,53
507386.69,5260224.97,306
512346.37,5263273.73,356
510911.1,5266530.76,121
508517.92,5263006.15,68
505016.41,5265440.57,145
510937.45,5258540.14,382
507553.24,5262230.99,139
510532.69,5263900.65,66
506610.83,5267323.23,378
510108.14,5264217.33,11
506149.73,5259861.32,321
512689.53,5262749.23,308
507059.84,5261705.81,104
512791.88,5260519.15,146
505978.45,5261807.31,110
509744.23,5266540.68,234
509481.1,5258692.31,277
505408.29,5264637.13,30
512401.73,5262125.55,249
509094.84,5258677.36,204
509142.35,5261408.32,202
506899.15,5258913.17,287
506295.69,5265022.88,60
512686.39,5263510.09,447
512770.93,5263853.71,369
512768.51,5265231.92,274
505758.09,5263575.45,8
510521.96,5262713.02,54
507776.21,5260600.51,309
505793.74,5261620.91,107
506460.99,5263139.08,30
511428.72,5263182.3,251
511623.38,5266438.47,43
508102.65,5261015,245
505575.65,5259080.38,134
510829,5259530.53,202
514060.65,5261575.17,294
510519.21,5265366.81,50
507167.66,5266362.09,401
509616.98,5262843.78,46
507587.92,5259998.64,370
514774.57,5259267.05,254
507084.14,5259341.63,310
510964.47,5267491.93,257
510739.85,5266115.71,87
510708.94,5262587.16,110
506885.31,5262636.15,50
506840.98,5261375.21,180
506553.91,5258767.99,172
509674.36,5260015.86,201
509025.7,5263797.46,0
509065.48,5267618.53,416
514369.19,5267442.58,0
507965.97,5264351.09,87
510655.2,5266667.6,174
511804.85,5259314.27,180
513144.27,5265047.31,344
510983.33,5262240.77,129
515242.2,5261307.18,559
512627.08,5266595.38,0
514101.9,5262338.2,318
507473.17,5264930.05,204
512871.11,5261176.59,109
511914.03,5265617.44,0
506236.98,5266299.48,251
508339.53,5264841.1,113
505567.33,5264293.95,0
506435.83,5263784.19,32
513698.59,5267723.21,4
513429.19,5266766.29,0
510674.21,5258486.42,309
512690.47,5260904.65,79
513480.84,5266793.72,0
508707.28,5262824,138
512435.99,5261702.07,230
506938.38,5262586.53,54
507121.36,5266376.6,394
512025.67,5259685.87,192
513805.72,5266411.46,59
505697.01,5267772.49,134
506648.82,5262146.49,166
507052.48,5266145.54,469
505614.24,5258890.93,139
512032.65,5266903.53,53
511289.47,5262288.08,215
508197.33,5267233.05,550
514056.44,5264509.52,472
508775.83,5258545.94,120
